Resource ID,Latitude,Longitude,Street,City,State,Zip Code,Historic Name,Current Name,Extant,Neighborhood,Planning District,Inventory,Construction Start Year,Construction End Year,Construction Date Precision,Original Architect,Philadelphia Register Individual Designation Year,National Register Individual Designation Year,National Historic Landmark Individual Designation Year,Philadelphia Register Historic District,Photo URL,Resource URL
231,39.9431336,-75.17530138,725 S 20th St,Philadelphia,PA,19146,Metropolitan A.M.E. Zion Church,,Yes,Graduate Hospital,Central,African American Historic Site,,1861,circa,,,,,,http://pagp.webfactional.com/static/media/photos/725S20thSt.jpg,http://www.preservephiladelphia.org/historic-resources/231
232,39.940237,-75.167965,15th St and Christian St,Philadelphia,PA,19146,Metropolitan A.M.E. Zion Church,,,Graduate Hospital,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/232
233,39.96986654,-75.1602908,848-60 N Broad St,Philadelphia,PA,19130,Metropolitan Opera House,,Yes,Francisville,Central,African American Historic Site,,1908,,William McElfatrick,1971,1972,,,,http://www.preservephiladelphia.org/historic-resources/233
234,40.015216,-75.169904,Roberts Ave and Wissahickon Ave,Philadelphia,PA,19144,Midvale Steel Works,,No,Tioga,North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/234
235,39.97814027,-75.17176226,1518 N 22nd St,Philadelphia,PA,19121,Miller Memorial Baptist Church,,Yes,Sharswood,Lower North,"Historic Religious Sites, African American Historic Site",1923,1926,,Neely & Martin,,,,,,http://www.preservephiladelphia.org/historic-resources/235
236,39.97690468,-75.16977582,1433 N 21st St,Philadelphia,PA,19121,Enon Baptist Church / Second Shiloh Baptist Chu,Miller Memorial Baptist Church,Yes,Sharswood,Lower North,African American Historic Site,,1907,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/236
237,39.95505085,-75.22135976,4948 Locust St,Philadelphia,PA,19139,First Reformed Church,Monumental Baptist Church,Yes,Walnut Hill,University/Southwest,African American Historic Site,1923,1925,,Stuckert & Co.,,,,,,http://www.preservephiladelphia.org/historic-resources/237
239,39.98237114,-75.175683,1754-56 N 25th St,Philadelphia,PA,19121,Bethany Evangelical Lutheran Church,Morris Brown African Methodist Episcopal Church,Yes,Brewerytown,Lower North,"Historic Religious Sites, African American Historic Site",,1885,,Frank Miller,,,,,,http://www.preservephiladelphia.org/historic-resources/239
240,39.98215825,-75.17494847,2434-38 Ridge Ave,Philadelphia,PA,19121,First Immanuel Baptist Church,Morris Brown Mission A.M.E. Church,Yes,North Central,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/240
241,39.94332571,-75.15177431,419 S 06th St,Philadelphia,PA,19147,Mother Bethel African Methodist Episcopal Church,,Yes,Society Hill,Central,"Historic Religious Sites, African American Historic Site",,1794,,,1964,,1971,Society Hill,http://pagp.webfactional.com/static/media/photos/419S06thSt.jpg,http://www.preservephiladelphia.org/historic-resources/241
242,39.967032,-75.160416,Broad St and Fairmount St,Philadelphia,PA,19130,Mother Catherine Church,,,Spring Garden,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/242
243,39.96423062,-75.23569335,5732 Race St,Philadelphia,PA,19139,Mount Carmel Baptist Church,,Yes,Haddington,West,"African American Historic Site, Historic Religious Sites",,1915,circa,Henry DeHoff,,,,,,http://www.preservephiladelphia.org/historic-resources/243
244,39.94154811,-75.16994855,1617-19 Catharine St,Philadelphia,PA,19146,Mount Moriah Baptist Church Site,,No,Graduate Hospital,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/244
245,39.98839777,-75.14953877,1018 W York St,Philadelphia,PA,19133,Mount Calvary Baptist Church,Mount Nebo A.M.E. Church,,Hartranft,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/245
246,39.96382573,-75.20681273,647 N 42nd St,Philadelphia,PA,19104,Mount Olivet Tabernacle Baptist Church,,,Haverford North,West,"Historic Religious Sites, African American Historic Site",,1928,,,,,,,,http://www.preservephiladelphia.org/historic-resources/246
247,39.95950388,-75.19433379,3608-16 Powelton Ave,Philadelphia,PA,19104,Mount Olivet Baptist Church Site,,No,Powelton,University/Southwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/247
248,39.96083231,-75.20510867,428 N 41st St,Philadelphia,PA,19104,Centenary Methodist Church,Mount Pisgah A.M.E. Church,Yes,West Powelton,University/Southwest,African American Historic Site,1860,1880,circa decade,,,,,,,http://www.preservephiladelphia.org/historic-resources/248
249,39.952971,-75.203043,4008 Locust St,Philadelphia,PA,19104,Mount Pisgah Church Site,,No,University City,University/Southwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/249
251,39.974256,-75.156938,1315 W Master St,Philadelphia,PA,19122,Mount Tabor Church,,No,Yorktown,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/251
252,39.942866,-75.17537,20th St and Fitzwater St,Philadelphia,PA,19146,Mount Zion A.M.E. Church,,,Graduate Hospital,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/252
253,40.04094632,-75.02442997,8101 Erdrick St,Philadelphia,PA,19136,Mount Zion Baptist Church Building,,Yes,Holmesburg,North Delaware,African American Historic Site,,1923,,Neely & Martin,,,,,,http://www.preservephiladelphia.org/historic-resources/253
254,40.03710187,-75.17758539,41 W Rittenhouse St,Philadelphia,PA,19144,Mount Zion Baptist Church of Germantown,,Yes,"Germantown, West Central",Upper Northwest,"Historic Religious Sites, African American Historic Site",,1894,,David S. Gendell,,,,,http://pagp.webfactional.com/static/media/photos/41WRittenhouseSt.jpg,http://www.preservephiladelphia.org/historic-resources/254
255,40.048165,-75.026058,Rowland Ave near Welsh Rd,Philadelphia,PA,19136,Mount Zion Baptist Church Site,,,Holmesburg,North Delaware,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/255
256,39.95569214,-75.24687033,6221 Osage Ave,Philadelphia,PA,19143,MOVE site,,,Cobbs Creek,West,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/256
257,39.93204,-75.160974,10th St and Reed St,Philadelphia,PA,19147,Moyamensing Prison,,No,Passyunk Square,South,African American Historic Site,1832,1835,circa,Thomas Ustick Walter,,,,,,http://www.preservephiladelphia.org/historic-resources/257
258,40.014707,-75.152141,1462 W Lycoming St,Philadelphia,PA,19140,Nazarene Baptist Church Building #1,,Yes,Tioga,North,African American Historic Site,1916,1917,,Henry DeHoff,,,,,,http://www.preservephiladelphia.org/historic-resources/258
259,40.01441927,-75.15271832,3975 Germantown Ave,Philadelphia,PA,19140,Nazarene Baptist Church Building #2,,Yes,Tioga,North,African American Historic Site,1994,1996,,Madison Design Group,,,,,,http://www.preservephiladelphia.org/historic-resources/259
260,39.946963,-75.167933,311 N 16th St,Philadelphia,PA,19102,Negro People's Theater of Philadelphia,,No,Rittenhouse,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/260
261,39.99626974,-75.15367725,2825 N Broad St,Philadelphia,PA,19132,Negro Trade Union Leadership Council,,,Hartranft,North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/261
262,40.01388506,-75.10319352,K St and E Cayuga St,Philadelphia,PA,19124,New Apostolic Church of North America,,,Juniata Park,North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/262
263,39.9921883,-75.15435707,2545-99 N Broad St,Philadelphia,PA,19132,North Broad Street Station,,Yes,Hartranft,Lower North,African American Historic Site,,1928,,"Horace Trumbauer, Julian Abele",,1996,,,,http://www.preservephiladelphia.org/historic-resources/263
264,39.99263837,-75.17613519,2425 N 27th St,Philadelphia,PA,19132,North Penn Baptist Church,,Yes,Strawberry Mansion,Lower North,"African American Historic Site, Historic Religious Sites",,1911,circa,Charles Wells,,,,,,http://www.preservephiladelphia.org/historic-resources/264
265,40.02104164,-75.20855475,5301 Ridge Ave,Philadelphia,PA,19128,Northern Home for Children,,,Wissahickon,Lower Northwest,African American Historic Site,,1927,circa,"Horace Trumbauer, Julian Abele",,,,,,http://www.preservephiladelphia.org/historic-resources/265
266,39.94224226,-75.15300846,619 South St,Philadelphia,PA,19147,Octavia Hill Association,,Yes,Society Hill,Central,African American Historic Site,1850,1880,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/266
267,39.94230257,-75.15602251,814 South St,Philadelphia,PA,19147,Octavius V. Catto House Site,,No,Bella Vista,Central,African American Historic Site,,,,,1985,,,,,http://www.preservephiladelphia.org/historic-resources/267
268,39.94579421,-75.1758388,2028-38 Lombard St,Philadelphia,PA,19146,Octavius V. Catto School Building #2,,No,Rittenhouse,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/268
269,39.945338,-75.179837,23rd St and South St,Philadelphia,PA,19146,ODUNDE Festival,,Yes,Fitler Square,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/269
270,39.942796,-75.158817,South St above 10th St,Philadelphia,PA,19147,Colored Unclassified School / Octavius V. Catto School Site,Ohio Street School,,Hawthorne,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/270
271,39.94671367,-75.14755257,321 Willings Aly,Philadelphia,PA,19106,Saint Joseph's Church,Old Saint Joseph's Church,Yes,Society Hill,Central,"Historic Religious Sites, African American Historic Site",,1839,,John Darragh (Master Builder),1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/271
272,39.972776,-75.216317,W Girard Ave and Merion Ave,Philadelphia,PA,19131,Olive Cemetery,,No,West Parkside,West,African American Historic Site,,1850,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/272
273,39.978011,-75.166115,19th St and Oxford St,Philadelphia,PA,19121,Opportunities Industrialization Centers (OIC),,,North Central,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/273
274,39.95338261,-75.19964929,3812 Walnut St,Philadelphia,PA,19104,President's House (University of Pennsylvania),Otto Eisenlohr House,Yes,University City,University/Southwest,African American Historic Site,,1905,circa,"Horace Trumbauer, Julian Abele",1979,,,,,http://www.preservephiladelphia.org/historic-resources/274
275,39.98104644,-75.238183,5898 Lancaster Ave,Philadelphia,PA,19131,Overbrook High School (Wilt Chamberlain),,Yes,Overbrook,West,African American Historic Site,,1924,,Irwin T. Catharine,,1985,,,,http://www.preservephiladelphia.org/historic-resources/275
276,39.94894722,-75.15923876,1105 Walnut St,Philadelphia,PA,19107,P.J. Augustine Restaurant,,,Washington Square West,Central,African American Historic Site,,1901,circa,J. Franklin Stuckert,,,,,,http://www.preservephiladelphia.org/historic-resources/276
277,39.95668848,-75.2213732,4951 Walnut St,Philadelphia,PA,19139,Paul Leroy Robeson House,,Yes,Walnut Hill,University/Southwest,African American Historic Site,,1911,,E.A. Wilson,,2000,,,,http://www.preservephiladelphia.org/historic-resources/277
278,39.98493364,-75.17180247,1946 N 23rd St,Philadelphia,PA,19121,Pearl Bailey House,,Yes,North Central,Lower North,African American Historic Site,1884,1886,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/278
279,39.97711,-75.169124,2047-59 Ridge Ave,Philadelphia,PA,19121,Pearl Theater,,No,North Central,Lower North,African American Historic Site,,1927,,,,,,,,http://www.preservephiladelphia.org/historic-resources/279
280,40.048536,-75.188777,Pelham Rd between Greene St and Germantown Ave.,Philadelphia,PA,19119,Pelham District,,Yes,"Mount Airy, West",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/280
281,39.948179,-75.142466,Front St below Chestnut St,Philadelphia,PA,19106,Pennsylvania Abolition Society,,,Riverfront,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/281
282,39.9552166,-75.16366855,118-26 N Broad St,Philadelphia,PA,19102,Pennsylvania Academy of Fine Arts,,Yes,Logan Square,Central,African American Historic Site,,1872,,,1957,,1971,,,http://www.preservephiladelphia.org/historic-resources/282
283,39.95408,-75.150154,06th St and Haines St,Philadelphia,PA,8102,Pennsylvania Hall,,No,Old City,Central,African American Historic Site,,1838,,,,,,,,http://www.preservephiladelphia.org/historic-resources/283
284,40.02667,-75.177208,W Coulter St,Philadelphia,PA,19144,Peoples' Presbyterian Church,,,"Germantown, Westside",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/284
285,40.00100756,-75.18598633,3822 Ridge Ave,Philadelphia,PA,19132,Peter A. B. Widener Mausoleum (Laurel Hill Cemetery),,Yes,Allegheny West,North,African American Historic Site,,1915,circa,"Horace Trumbauer, Julian Abele",1970,,,,,http://www.preservephiladelphia.org/historic-resources/285
286,39.94087776,-75.16839003,1506-8 Catharine St,Philadelphia,PA,19146,Philadelphia Association for the Protection of Colored Women,,,Graduate Hospital,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/286
287,39.98765446,-75.15543285,2253 N Broad St,Philadelphia,PA,19132,Philadelphia Doll Museum,,Yes,Hartranft,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/287
288,39.984092,-75.180804,Fairmount Park,Philadelphia,PA,19121,Philadelphia Greek Picnic,,Yes,Strawberry Mansion,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/288
289,39.94672765,-75.16446725,309 A S Broad St,Philadelphia,PA,19107,Philadelphia International Records,,Yes,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/289
290,39.946023,-75.173195,19th St and Addison St,Philadelphia,PA,19146,Philadelphia Knights of Pythias,,No,Rittenhouse,Central,African American Historic Site,,1923,,Lackman & Murphy,,,,,,http://www.preservephiladelphia.org/historic-resources/290
291,39.959431,-75.167062,17th St and Wood St,Philadelphia,PA,19103,Philadelphia Manual Training School,,No,Logan Square,Central,African American Historic Site,,1868,,James Charles Sidney,,,,,,http://www.preservephiladelphia.org/historic-resources/291
292,39.96588984,-75.18132038,2600 Benj Franklin Pky,Philadelphia,PA,19130,Philadelphia Museum of Art,,Yes,East Park,Central,African American Historic Site,,1919,,"Horace Trumbauer, Julian Abele",1971,,,,,http://www.preservephiladelphia.org/historic-resources/292
293,39.94401776,-75.16734941,532 S 15th St,Philadelphia,PA,19146,Philadelphia Pittsburgh Courier Offices,,,Rittenhouse,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/293
294,39.94959302,-75.16495943,1409 Walnut St,Philadelphia,PA,19102,Philadelphia Stock Exchange,,Yes,Rittenhouse,Central,African American Historic Site,,1912,circa,"Horace Trumbauer, Julian Abele",1982,1982,,,,http://www.preservephiladelphia.org/historic-resources/294
295,39.94452095,-75.16889247,522 S 16th St,Philadelphia,PA,19146,Philadelphia Tribune,,Yes,Rittenhouse,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/295
296,39.99352782,-75.14831023,1007 W Lehigh Ave,Philadelphia,PA,19133,Philadelphia YMCA (North Branch),,,Hartranft,North,African American Historic Site,,1912,circa,"Horace Trumbauer, Julian Abele",,,,,,http://www.preservephiladelphia.org/historic-resources/296
297,39.963436,-75.197313,Haverford Ave and 38th St,Philadelphia,PA,19104,Pillar & Ground of Truth Church,,,Mantua,West,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/297
298,39.99103366,-75.23281076,2251 N 54th St,Philadelphia,PA,19131,Congregation Har Zion Temple,Pinn Memorial Baptist Church,Yes,Wynnefield,West Park,"Historic Religious Sites, African American Historic Site, Mid-Century Modern Architectural Resources",1922,1924,,Leroy Rothschild,,,,,,http://www.preservephiladelphia.org/historic-resources/298
299,39.964914,-75.206872,Possibly near 700 Holly St,Philadelphia,PA,19104,Pinn Memorial Baptist Church Site,,,Haverford North,West,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/299
300,40.026588,-75.174043,Pulaski Ave and W Queen Lane,Philadelphia,PA,19144,"Potter's Field, Pulaski Town",,No,"Germantown, Westside",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/300
301,40.01906186,-75.14822359,4301 N Broad St,Philadelphia,PA,19140,Prince Hall Grand Lodge of Pennsylvania (Masonic Hall),,Yes,Hunting Park,North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/301
302,39.964327,-75.234224,57th St and Race St,Philadelphia,PA,19139,Progressive Church,,,Haddington,West,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/302
303,39.93719,-75.161484,S 11th St,Philadelphia,PA,19147,Progressive Workingmen's Club,,,Hawthorne,South,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/303
304,39.958625,-75.195073,37th St at Filbert St,Philadelphia,PA,19104,Providence Baptist Church,,,University City,University/Southwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/304
305,39.949613,-75.142247,Market St between Front St and 09th St,Philadelphia,PA,19106,Market House,Public Market,,Old City,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/305
306,39.951943,-75.143267,N 02nd St,Philadelphia,PA,19106,Public Markets,,,Old City,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/306
307,39.946313,-75.159466,S 11th St,Philadelphia,PA,19107,Public Markets,,,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/307
308,39.943577,-75.165449,South St,Philadelphia,PA,19147,Public Markets,,,Hawthorne,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/308
309,39.958928,-75.15674,Callowhill St,Philadelphia,PA,19123,Public Markets,,,Callowhill,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/309
310,39.962258,-75.161684,Spring Garden St,Philadelphia,PA,19130,Public Markets,,,Logan Square,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/310
311,40.029223,-75.174461,"Wayne Ave to Morris St, Coulter St to W Queen La",Philadelphia,PA,19144,Pulaski Town,,Yes,"Germantown, Westside",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/311
312,39.97208734,-75.16180118,1517 W Girard Ave,Philadelphia,PA,19130,Pyramid Club,,Yes,North Central,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/312
313,39.97210559,-75.16194196,1521-23 W Girard Ave,Philadelphia,PA,19130,Pyramid Temple No. 1 Prince Hall,,Yes,North Central,Lower North,African American Historic Site,1921,1924,circa,Carl Berger,,,,,,http://www.preservephiladelphia.org/historic-resources/313
314,39.947234,-75.156681,S Hutchinson St,Philadelphia,PA,19107,Raspberry Street School,,,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/314
315,39.97636871,-75.16404114,1708 Jefferson St,Philadelphia,PA,19121,Cecil B. Moore House,Raymond Pace Alexander,Yes,North Central,Lower North,African American Historic Site,,1885,circa,,1987,,,,,http://www.preservephiladelphia.org/historic-resources/315
316,39.96527,-75.153736,"10th St to 12th St, Fairmount Ave to Poplar St",Philadelphia,PA,19123,Richard Allen Homes,,No,West Poplar,Central,African American Historic Site,1939,1941,,"George Ignatius Lovatt, Sr., John Sinkler",,,,,,http://www.preservephiladelphia.org/historic-resources/316
317,39.9512734,-75.16431263,28-48 S Broad St,Philadelphia,PA,19102,Girard Trust Company Building,Ritz-Carlton Hotel,Yes,Rittenhouse,Central,African American Historic Site,,,,,1970,,,,http://pagp.webfactional.com/static/media/photos/GirardTrust.jpg,http://www.preservephiladelphia.org/historic-resources/317
318,39.9491044,-75.154315,112 S 08th St,Philadelphia,PA,19107,Robert Bogle Catering Establishment,,No,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/318
319,40.0403554,-75.1762569,5915-41 Germantown Ave,Philadelphia,PA,19144,Germantown High School,Robert Clymer House Site,,"Germantown, Morton",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/319
320,39.942541,-75.156505,823 South St,Philadelphia,PA,19147,Robert Mara Adger House,,No,Washington Square West,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/320
321,39.95039494,-75.15010536,526-30 Market St,Philadelphia,PA,19106,President's House,Robert Morris House,No,Old City,Central,African American Historic Site,,1767,,,,,,,,http://www.preservephiladelphia.org/historic-resources/321
322,40.102462,-74.981976,Byberry Rd and Thornton Rd,Philadelphia,PA,19154,Robert Purvis Estate,,No,Parkwood Manor,Lower Far Northeast,African American Historic Site,,1770,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/322
323,39.958131,-75.156715,1100 Block of Wood St,Philadelphia,PA,19107,Roberts Vaux School,,No,Callowhill,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/323
324,40.036822,-75.16409,E Penn St,Philadelphia,PA,19144,Rock House,,No,"Germantown, East",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/324
325,39.9437504,-75.1682255,1524-34 South St,Philadelphia,PA,19146,Royal Theater,,Yes,Graduate Hospital,Central,"Pride of Place Neighborhood Landmarks, African American Historic Site",,1919,,Frank E. Hahn,1978,1980,,,http://pagp.webfactional.com/static/media/photos/Royal_web.jpg,http://www.preservephiladelphia.org/historic-resources/325
326,40.04405768,-75.19604474,700 Westview St,Philadelphia,PA,19119,Sadie T. M. Alexander House,,Yes,"Mount Airy, West",Upper Northwest,African American Historic Site,,,,,,,,,http://pagp.webfactional.com/static/media/photos/700WestviewSt.jpg,http://www.preservephiladelphia.org/historic-resources/326
327,39.942772,-75.153083,619-31 Rodman St,Philadelphia,PA,19147,Second African Presbyterian Church,,No,Society Hill,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/327
328,40.01365087,-75.08001924,1800-04 Wilmot St,Philadelphia,PA,19124,Second Baptist Church of Frankford,,Yes,Frankford,Lower Northeast,"Historic Religious Sites, African American Historic Site, Pride of Place Neighborhood Landmarks",,1910,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/328
329,40.01195227,-75.15152337,3837 Germantown Ave,Philadelphia,PA,19140,Mount Carmel Methodist Episcopal Church,Second Baptist Church of Nicetown,Yes,Tioga,North,"Historic Religious Sites, African American Historic Site",,1895,post,,,,,,,http://www.preservephiladelphia.org/historic-resources/329
330,39.96257,-75.21057,44th and Haverford Ave.,Philadelphia,PA,19104,Shelter for Colored Orphans,,No,Mill Creek,University/Southwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/330
331,39.995436,-75.165942,2701 N 21st St,Philadelphia,PA,19132,Connie Mack Stadium,Shibe Park,No,Strawberry Mansion,North,African American Historic Site,1908,1909,,William Steele & Sons Co.,,,,,,http://www.preservephiladelphia.org/historic-resources/331
332,39.94264468,-75.15971377,609 S Clifton St,Philadelphia,PA,19147,Murray Chapel / Mount Olive African Methodist Episcopal Church,Waters Memorial African Methodist Episcopal Church,Yes,Hawthorne,Central,"African American Historic Site, Historic Religious Sites",,1840,circa,,1975,,,,http://pagp.webfactional.com/static/media/photos/609SCliftonSt.jpg,http://www.preservephiladelphia.org/historic-resources/332
333,39.94391057,-75.1606881,1112-20 Lombard St,Philadelphia,PA,19147,Church of the Ascension,Shiloh Baptist Church,Yes,Washington Square West,Central,"Historic Religious Sites, African American Historic Site",,1836,circa,,,,,,http://pagp.webfactional.com/static/media/photos/1112-20LombardSt.jpg,http://www.preservephiladelphia.org/historic-resources/333
334,39.94115571,-75.17749037,2040 Christian St,Philadelphia,PA,19146,Church of the Holy Apostles,Shiloh Baptist Church #3,Yes,Graduate Hospital,Central,"Pride of Place Neighborhood Landmarks, African American Historic Site",1868,1870,,"Fraser, Furness & Hewitt",1980,,,,http://pagp.webfactional.com/static/media/photos/2040ChristianSt.jpg,http://www.preservephiladelphia.org/historic-resources/334
335,39.95622699,-75.15920656,212 N 12th St,Philadelphia,PA,19107,Sigma Sound Recording Studios,,,Center City East,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/335
336,39.97361938,-75.15373238,1102 W Master St,Philadelphia,PA,19122,Sister Rosetta Tharpe House,,Yes,Yorktown,Lower North,African American Historic Site,1951,1952,circa,,,,,,,http://www.preservephiladelphia.org/historic-resources/336
337,39.97443353,-75.18065314,2701 W Girard Ave,Philadelphia,PA,19130,Protestant Episcopal Church of the Covenant,"Former Saint Augustine Church of the Covenant, Episcopal",Yes,Brewerytown,Lower North,"Historic Religious Sites, African American Historic Site",,1888,,Frank Rushmore Watson,,,,,,http://www.preservephiladelphia.org/historic-resources/337
338,39.985218,-75.156022,"Transitory locations: 2109 N Broad St, Thompson St above 16th St, Co",Philadelphia,PA,19122,St. Augustine Mission,,,Hartranft,Lower North,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/338
339,40.03604943,-75.17762758,62 W Rittenhouse St,Philadelphia,PA,19144,Saint Barnabas Mission,Mount Tabor Baptist Church,Yes,"Germantown, West Central",Upper Northwest,"Historic Religious Sites, African American Historic Site",,1849,,,,,,,http://pagp.webfactional.com/static/media/photos/62WRittenhouseSt.jpg,http://www.preservephiladelphia.org/historic-resources/339
340,40.02511606,-75.17693757,440 W Penn St,Philadelphia,PA,19144,Saint Catherine of Sienna Catholic Church,Church of the Lord Jesus Christ of the Apostolic Faith,Yes,"Germantown, Westside",Upper Northwest,"African American Historic Site, Historic Religious Sites",,1915,circa,C. Cummiskey,,,,,,http://www.preservephiladelphia.org/historic-resources/340
342,39.96381228,-75.20952165,632-44 N 43rd St,Philadelphia,PA,19104,St. Ignatius of Loyola Parish House and School,,Yes,Haverford North,West,African American Historic Site,,1905,,,,,,,,http://www.preservephiladelphia.org/historic-resources/342
343,39.91938386,-75.24630252,7207 Greenway Ave,Philadelphia,PA,19142,St. John A.M.E. Church Site,,No,Paschall,Lower Southwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/343
344,39.964327,-75.234224,57th St and Race St,Philadelphia,PA,19139,St. John the Divine Church,,,Haddington,West,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/344
345,40.03410972,-75.1705061,5411-21 Germantown Ave,Philadelphia,PA,19144,"Saint Luke's Episcopal Church, Germantown",,Yes,Wister,Upper Northwest,"African American Historic Site, Historic Religious Sites",,1875,,Henry M. Congdon,1966,,,,http://pagp.webfactional.com/static/media/photos/5411-21GermantownAve.jpg,http://www.preservephiladelphia.org/historic-resources/345
346,40.041703,-75.158685,Penn St and Chew Ave,Philadelphia,PA,19138,St. Magdalen's Asylum for Colored Girls and Women,,,"Germantown, East",Upper Northwest,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/346
347,39.945646,-75.173259,19th St below Lombard St,Philadelphia,PA,19146,St. Mark A.M.E. Church,,,Rittenhouse,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/347
348,39.942106,-75.160403,S 11th St near Bainbridge St,Philadelphia,PA,19147,St. Mark Mission Church,,,Hawthorne,Central,African American Historic Site,,,,,,,,,,http://www.preservephiladelphia.org/historic-resources/348
349,39.9232576,-75.15948896,2029 S 08th St,Philadelphia,PA,19148,Houston Community Center,St. Martha's House,Yes,Greenwich,South,African American Historic Site,,1914,circa,Hastings Brockie,,,,,,http://www.preservephiladelphia.org/historic-resources/349
